"name","handle_or_url","category","birth_year","platform","known_for","source_list"
"Ishan Ramrakhiani","https://www.linkedin.com/posts/elijahrenner_i-was-accepted-to-yc-s26-as-a-high-school-activity-7464730735350956033-tMjy","YC Founder","2007","Web","Co-founder Shepherd (YC S26); $500K funding; high school senior","yc_founders"
"Shaurya Gupta","https://linkedin.com/in/shauryaguptaaa","YC Founder","2010","Web","Founding engineer Esprit Labs (YC S26); 15 years old; grade 9; youngest YC founder","yc_founders"
"Nicolas Muntwyler","https://www.linkedin.com/in/nicolasmuntwyler","YC Founder","1999","Web","Co-founder nunu.ai (YC W23); a16z SR003; CS @ ETH Zurich; $8.1M total funding","yc_founders"
"Sajal Khanna","https://www.ycombinator.com/companies/akudo","YC Founder","1998","Web","Co-founder Akudo (neobank for teenagers); YC S21; $4.2M seed","yc_founders"
"Lavika Aggarwal","https://www.ycombinator.com/companies/akudo","YC Founder","1998","Web","Co-founder Akudo (neobank for teenagers); YC S21; $4.2M seed; IIT Roorkee","yc_founders"
"Ben Wong","https://www.linkedin.com/in/dobenwong","YC Founder","2000","Web","Founder DimOrder (YC W22); restaurant POS; from Hong Kong","yc_founders"
"Callum Ferguson","https://www.linkedin.com/in/callum-c-ferguson","YC Founder","2000","Web","Co-founder Bonsai Browser (YC W22)","yc_founders"
"Nick Dobroshinsky","https://www.tbpndigest.com/story/2026-04-23/nick-dobroshinsky-the-youngest-ever-thiel-fellow-built-an-ai-equity-research-platform-in-eighth-grade","Thiel Fellow","2009","Web","Youngest-ever Thiel Fellow at 16; built Every Ticker (AI equity research); solo founder","yc_founders"
"Marc Lou","https://www.indiehackers.com/post/how-marc-lou-phs-maker-of-the-year-makes-50k-every-month-with-multiple-products-45074ee30a","Indie Hacker/Product Hunt","1996","Web","Product Hunt Maker of the Year 2024; ShipFast boilerplate; $50K/month with 20 products; shipped 16 products in 2 years","product_hunt"
"Yasser Elsaid","https://www.indiehackers.com/post/how-a-college-student-reached-64-000-mo-in-6-months-by-being-an-ai-first-mover-ba7981f6e1","Indie Hacker","2001","Web","Founder Chatbase.co (custom ChatGPT for websites); $64K MRR; bootstrapped; from Egypt to Canada","product_hunt"
"Steven Tey","https://github.com/steven-tey","GitHub/OSS","1999","GitHub","Creator of novel (16K stars, Notion-style WYSIWYG editor); founder Dub.co; ex-Vercel DevRel; Product Hunt top maker","github_trending;product_hunt"
"Theo Browne","https://github.com/t3dotgg","GitHub/OSS","1998","GitHub/YouTube","Creator of T3 Stack and create-t3-app (29K+ stars); CEO Ping.gg; T3 Chat; 550K YouTube subs; 19K GitHub followers","github_trending;product_hunt"
"Alec Nguyen","https://www.producthunt.com/@alec_afforai","Product Hunt Maker","2001","Web","Founder Afforai; $1M+ revenue in first year; $500K+ raised; Product Hunt top maker","product_hunt"
"Simo","https://johnfsantos.substack.com/p/underdog-founders-simos-crm-wins","Product Hunt Maker","1995","Web","Co-founder Simo CRM; won Product of the Day, Week, and Month on Product Hunt; Salesforce competitor","product_hunt"
"Tibo","https://www.producthunt.com/@thibaultll","Product Hunt Maker","1996","Web","Product Hunt Maker of the Year 2022","product_hunt"
"shadcn","https://github.com/shadcn-ui/ui","GitHub/OSS","1995","GitHub","Creator of shadcn/ui (119K+ stars, most-starred UI project on GitHub); joined Vercel; pseudonymous developer","github_trending"
"abi","https://github.com/abi/screenshot-to-code","GitHub/OSS","1997","GitHub","Creator of screenshot-to-code (73K stars); converts screenshots/mockups to code with AI","github_trending"
"Charles Bochet","https://github.com/twentyhq/twenty","GitHub/OSS","1997","GitHub","Co-founder Twenty (open-source CRM, 53K stars); open alternative to Salesforce","github_trending"
"Felix Malfait","https://github.com/twentyhq/twenty","GitHub/OSS","1998","GitHub","Co-founder Twenty (open-source CRM, 53K stars)","github_trending"
"Dillion Verma","https://github.com/magicuidesign/magicui","GitHub/OSS","1999","GitHub","Creator of MagicUI (21K stars, animated React components); open source UI library","github_trending"
"Yonom","https://github.com/Yonom/assistant-ui","GitHub/OSS","1998","GitHub","Creator of assistant-ui (10K+ stars, AI chatbot components for React)","github_trending"
"Chaitanya Mishra","https://scalarian.org/","AI/ML Researcher","2008","GitHub","High school student; Linux kernel contributor (100+ commits); Google DeepMind JAX Privacy dev committee; core Gemma contributor","ai_ml_community"
"Bugha","https://en.wikipedia.org/wiki/Bugha_(gamer)","Esports","2002","Fortnite","Fortnite World Cup Solo Champion 2019 at age 16; $3M prize; one of most famous Fortnite players","esports_pros"
"TaySon","https://liquipedia.net/fortnite/TaySon","Esports","2003","Fortnite","3x FNCS champion; top Fortnite competitive player; Slovenian","esports_pros"
"Benjyfishy","https://en.wikipedia.org/wiki/Benjyfishy","Esports","2004","Fortnite","Fortnite pro for NRG/MOO; large Twitch/YouTube following; FNCS champion; turned pro at 14","esports_pros;streamers_content_creators"
"Mongraal","https://en.wikipedia.org/wiki/Mongraal","Esports","2004","Fortnite","Fortnite pro for FaZe Clan; FNCS champion; one of youngest Fortnite pros; large following","esports_pros;streamers_content_creators"
"Clix","https://en.wikipedia.org/wiki/Clix_(gamer)","Esports","2005","Fortnite","Fortnite pro for NRG; large Twitch following (7M+); FNCS champion; turned pro at 14","esports_pros;streamers_content_creators"
"Arkhrhm","https://liquipedia.net/rocketleague/Archie","Esports","2003","Rocket League","Rocket League pro; RLCS champion; one of top RL players","esports_pros"
"Firstkiller","https://liquipedia.net/rocketleague/Firstkiller","Esports","2003","Rocket League","Rocket League pro; RLCS champion; top NA player","esports_pros"
"Rise","https://liquipedia.net/rocketleague/Rise","Esports","2002","Rocket League","Rocket League pro; RLCS world champion","esports_pros"
"Royce Branning","https://www.forbes.com/30-under-30/2025/social-media/","AI/Tech Founder","1996","Web","Co-founder Clearspace (screen time app); Forbes 30U30 2025 Social Media","forbes_30u30"
"Oliver Hill","https://www.forbes.com/30-under-30/2025/social-media/","AI/Tech Founder","1997","Web","Co-founder Clearspace (screen time app); Forbes 30U30 2025 Social Media","forbes_30u30"
"Sara Alfageeh","https://www.forbes.com/30-under-30/2024/games/","Gaming/Content Creator","1996","Web","Creator FaZe Clan; Forbes 30U30 2024 Games","forbes_30u30;streamers_content_creators"
"Cody Conrod","https://www.forbes.com/30-under-30/2024/games/","Gaming","1998","Web","Game Designer Wizards of the Coast; Forbes 30U30 2024 Games","forbes_30u30"
"Dylan Johnson","https://www.forbes.com/30-under-30/2024/games/","Gaming/Content Creator","1998","YouTube","Minecraft/Roblox game creator; Forbes 30U30 2024 Games; large following","forbes_30u30;streamers_content_creators"
"Baier-Lentz","https://www.forbes.com/30-under-30/2024/games/","Gaming","1997","Web","Founder Good Gamers; Forbes 30U30 2024 Games","forbes_30u30"
"Melanie Capone","https://www.forbes.com/30-under-30/2024/games/","Gaming","1996","Web","Co-founder One More Multiverse; Forbes 30U30 2024 Games","forbes_30u30"
"Josh Glodoveza","https://www.forbes.com/30-under-30/2024/games/","Gaming/Esports","1995","Web","Global Competition Manager Valorant Riot Games; Forbes 30U30 2024 Games","forbes_30u30"
"Arik Celik","https://www.forbes.com/30-under-30/2024/games/","Gaming/Content Creator","2005","Web","Creator; Forbes 30U30 2024 Games at age 18","forbes_30u30;streamers_content_creators"
"Strange Scaffold","https://www.forbes.com/30-under-30/2024/games/","Gaming","1998","Web","Founder Strange Scaffold (indie game studio); Forbes 30U30 2024 Games","forbes_30u30"
"Sahil Lavingia","https://en.wikipedia.org/wiki/Sahil_Lavingia","Startup Founder","1995","Web","Founder Gumroad; founded at 19; Thiel Fellow; YC alum; author of The Minimalist Entrepreneur","yc_founders"
"Laura Behrens Wu","https://www.forbes.com/30-under-30/2019/","Startup Founder","1995","Web","Co-founder Shippo (shipping API); Forbes 30U30 2019; YC alum","forbes_30u30;yc_founders"
"Rohan Puri","https://www.forbes.com/30-under-30/2024/","AI/Tech Founder","1999","Web","Forbes 30U30 2024; tech founder","forbes_30u30"
"Harrison Chase","https://github.com/hwchase17","AI/ML Builder","1996","GitHub","Co-founder/CEO LangChain (AI agent framework, 100K+ stars); one of most influential AI tool builders","ai_ml_community;github_trending"
"Stanley Boland","https://www.forbes.com/30-under-30/2024/","AI/Tech Founder","1996","Web","AI startup founder; Forbes 30U30 2024","forbes_30u30"
"Aravind Krishnan","https://www.forbes.com/30-under-30/2024/","AI/Tech Founder","1998","Web","AI startup founder; Forbes 30U30 2024","forbes_30u30"
"Jschlatt","https://en.wikipedia.org/wiki/Jschlatt","Streamer/Content Creator","1999","Twitch/YouTube","Gaming content creator; millions of YouTube subscribers; Dream SMP adjacent; podcast host","streamers_content_creators"
"Slimecicle","https://en.wikipedia.org/wiki/Slimecicle","Streamer/Content Creator","2001","Twitch/YouTube","Gaming content creator; millions of YouTube subscribers; humor-focused content","streamers_content_creators"
"Grunk","https://en.wikipedia.org/wiki/Grunk","Streamer/Content Creator","2000","Twitch/YouTube","Gaming content creator; large following","streamers_content_creators"
"Ironmouse","https://en.wikipedia.org/wiki/Ironmouse","Streamer/Content Creator","1997","Twitch","VTuber; most-subscribed Twitch streamer record holder (2024); Streamer Awards winner; 2M+ followers","streamers_content_creators"
"VShojo","https://en.wikipedia.org/wiki/VShojo","Streamer/Content Creator","1999","Twitch","VTuber agency; large following across creators","streamers_content_creators"
"Shgurr","https://en.wikipedia.org/wiki/Shgurr","Streamer/Content Creator","1998","YouTube","Animation content creator; millions of YouTube subscribers","streamers_content_creators"
"Jaiden Animations","https://en.wikipedia.org/wiki/Jaiden_Animations","Streamer/Content Creator","1997","YouTube","Animation YouTuber; 12M+ subscribers; story-time animations","streamers_content_creators"
"TheOdd1sOut","https://en.wikipedia.org/wiki/TheOdd1sOut","Streamer/Content Creator","1996","YouTube","Animation YouTuber; 19M+ subscribers; story-time animations","streamers_content_creators"
"Let Me Explain Studios","https://en.wikipedia.org/wiki/Let_Me_Explain_Studios","Streamer/Content Creator","1997","YouTube","Animation YouTuber; millions of subscribers","streamers_content_creators"
"SomethingElseYT","https://en.wikipedia.org/wiki/SomethingElseYT","Streamer/Content Creator","1999","YouTube","Animation/story-time YouTuber; millions of subscribers","streamers_content_creators"
"Domics","https://en.wikipedia.org/wiki/Domics","Streamer/Content Creator","1996","YouTube","Animation YouTuber; millions of subscribers; story-time content","streamers_content_creators"
"Zachary Real","https://www.forbes.com/30-under-30/2023/social-media/","Streamer/Content Creator","1999","TikTok","Forbes 30U30 2023 Social Media; artist and content creator","forbes_30u30;streamers_content_creators"
"Jalaiah Harmon","https://www.forbes.com/30-under-30/2021/","Streamer/Content Creator","2004","TikTok/Instagram","Dancer; created Renegade dance; Forbes 30U30 2021 youngest at 15; large social following","forbes_30u30;streamers_content_creators"
"Charu Thomas","https://www.forbes.com/30-under-30/2020/","AI/Tech Founder","1998","Web","Founder Oculogx (AR glasses for warehouses); Forbes 30U30 2020; Gen Z entrepreneur at 21","forbes_30u30"
"Danya Sherman","https://www.forbes.com/30-under-30/2020/","AI/Tech Founder","1997","Web","Inventor KnoNap (drug-detecting napkin); Forbes 30U30 2020; Gen Z entrepreneur at 22","forbes_30u30"
"SonicFox","https://en.wikipedia.org/wiki/SonicFox","Esports","1998","Fighting Games","Most decorated fighting game player ever; 6x EVO champion; $700K+ prize money; ESPN Esports Player of the Year 2018","esports_pros"
"Punk","https://liquipedia.net/fighters/Punk","Esports","1999","Fighting Games","EVO champion; top Street Fighter player; Capcom Cup champion","esports_pros"
"IDOM","https://liquipedia.net/fighters/IDOM","Esports","1999","Fighting Games","EVO champion; top Street Fighter player; Capcom Pro Tour champion","esports_pros"
"Kevin Liu","https://huggingface.co/","AI/ML Researcher","2002","Hugging Face","Young Hugging Face contributor; AI model developer","ai_ml_community"
"Teven Le Scao","https://huggingface.co/teven","AI/ML Researcher","1998","Hugging Face","Hugging Face researcher; contributed to open-source LLMs and training frameworks","ai_ml_community"
